:,DataUtilTest::discardsSpuriousByteOrderMark,DataUtilTest::shouldCorrectCharsetForDuplicateCharsetString,DataUtilTest::shouldNotThrowExceptionOnEmptyCharset,DataUtilTest::shouldReturnNullForIllegalCharsetNames,DataUtilTest::shouldSelectFirstCharsetOnWeirdMultileCharsetsInMetaTags,DataUtilTest::testCharset,DataUtilTest::testQuotedCharset,DataUtil_ESTest::test00,DataUtil_ESTest::test01,DataUtil_ESTest::test02,DataUtil_ESTest::test03,DataUtil_ESTest::test04,DataUtil_ESTest::test05,DataUtil_ESTest::test06,DataUtil_ESTest::test07,DataUtil_ESTest::test08,DataUtil_ESTest::test09,DataUtil_ESTest::test10,DataUtil_ESTest::test11,DataUtil_ESTest::test12,ParseTest::testBaidu,ParseTest::testBaiduVariant,ParseTest::testBinary,ParseTest::testBrokenHtml5CharsetWithASingleDoubleQuote,ParseTest::testGoogleSearchIpod,ParseTest::testHtml5Charset,ParseTest::testNewsHomepage,ParseTest::testNytArticle,ParseTest::testSmhBizArticle,ParseTest::testYahooArticle,ParseTest::testYahooJp,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,RegressionTest0::test154,RegressionTest0::test155,RegressionTest0::test156,RegressionTest0::test157,RegressionTest0::test158,RegressionTest0::test159,RegressionTest0::test160,RegressionTest0::test161,RegressionTest0::test162,RegressionTest0::test163,RegressionTest0::test164,RegressionTest0::test165,RegressionTest0::test166,RegressionTest0::test167,RegressionTest0::test168,RegressionTest0::test169,RegressionTest0::test170,RegressionTest0::test171,RegressionTest0::test172,RegressionTest0::test173,RegressionTest0::test174,RegressionTest0::test175,RegressionTest0::test176,RegressionTest0::test177,RegressionTest0::test178,RegressionTest0::test179,RegressionTest0::test180,RegressionTest0::test181,RegressionTest0::test182,RegressionTest0::test183,RegressionTest0::test184,RegressionTest0::test185,RegressionTest0::test186,RegressionTest0::test187,RegressionTest0::test188,RegressionTest0::test189,RegressionTest0::test190,RegressionTest0::test191,RegressionTest0::test192,RegressionTest0::test193,RegressionTest0::test194,RegressionTest0::test195,RegressionTest0::test196,RegressionTest0::test197,RegressionTest0::test198,RegressionTest0::test199,
RegressionTest0::test072 ,21,28,27,28,28,25,25,23,24,25,24,23,22,23,25,28,28,26,27,26,64,26,23,24,36,60,55,22,29,23,29,7,7,7,7,9,8,9,9,13,7,7,7,9,16,7,7,21,7,16,16,4,4,7,7,7,7,7,15,7,13,8,13,7,9,7,7,32,4,9,69,9,16,0,7,25,9,9,42,16,16,7,7,15,35,7,7,7,7,7,32,64,7,21,9,40,7,7,7,7,16,7,0,7,69,7,7,7,7,35,34,73,7,32,36,67,53,67,7,25,36,60,7,7,7,83,7,62,7,16,69,62,9,16,46,26,42,23,7,16,79,7,7,33,7,13,7,25,35,32,7,31,9,7,9,7,7,7,7,7,16,34,9,7,16,7,7,7,16,7,0,0,0,7,0,0,16,9,7,7,0,7,0,7,7,16,0,7,0,0,16,7,7,7,7,7,0,7,0,0,16,0,0,7,9,7,9,0,9,16,7,7,0,0,16,0,7,7,7,0,0,7,7,7,7,7,7,7,16,0,
RegressionTest0::test073 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test074 ,79,95,92,95,95,84,84,85,80,84,88,82,85,79,82,82,84,93,93,93,70,78,84,84,69,69,66,79,72,78,72,73,73,73,73,75,74,75,75,59,73,73,73,75,82,73,73,52,73,82,82,66,66,73,73,73,73,73,57,73,59,74,59,73,75,73,73,39,66,75,0,75,82,69,73,55,75,75,29,82,82,73,73,57,51,73,73,73,73,73,39,43,73,52,75,31,73,73,73,73,82,73,69,73,0,73,73,73,73,51,47,47,73,39,47,2,58,2,73,55,47,30,73,73,73,52,73,36,73,82,0,36,75,82,55,55,29,52,73,82,12,73,73,46,73,59,73,55,51,39,73,44,75,73,75,73,73,73,73,73,82,47,75,73,82,73,73,73,82,73,69,69,69,73,69,69,82,75,73,73,69,73,69,73,73,82,69,73,69,69,82,73,73,73,73,73,69,73,69,69,82,69,69,73,75,73,75,69,75,82,73,73,69,69,82,69,73,73,73,69,69,73,73,73,73,73,73,73,82,69,
RegressionTest0::test075 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test076 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test077 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test078 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test079 ,48,61,58,61,61,49,51,52,47,51,55,49,52,46,49,49,50,59,59,59,52,49,52,53,42,56,48,48,43,47,43,39,39,39,39,41,40,40,41,24,39,39,39,41,47,39,39,17,39,47,47,32,32,39,39,39,39,39,22,39,24,40,24,39,40,39,39,33,32,41,51,41,47,35,39,12,41,41,33,47,47,39,39,22,0,39,39,39,39,39,33,33,39,17,41,35,39,39,39,39,47,39,35,39,51,39,39,39,39,0,10,42,39,33,8,49,21,49,39,12,8,36,39,39,39,51,39,29,39,47,51,29,41,47,17,16,33,15,39,47,59,39,39,9,39,24,39,12,2,33,39,9,41,39,40,39,39,39,39,39,47,10,41,39,47,39,39,39,47,39,35,35,35,39,35,35,47,41,39,39,35,39,35,39,39,47,35,39,35,35,47,39,39,39,39,39,35,39,35,35,47,35,35,39,41,39,41,35,41,47,39,39,35,35,47,35,39,39,39,35,35,39,39,39,39,39,39,39,47,35,
RegressionTest0::test080 ,46,59,57,59,59,51,51,50,45,50,53,47,50,48,47,48,48,57,57,57,56,49,51,51,44,55,45,49,45,49,45,37,37,37,37,38,39,39,39,23,37,37,37,39,46,37,37,15,37,46,46,31,31,37,37,37,37,37,24,37,23,39,23,37,39,37,37,36,31,39,47,39,46,34,37,19,39,39,33,46,46,37,37,24,10,37,37,37,37,37,36,38,37,15,39,33,37,37,37,37,46,37,34,37,47,37,37,37,37,10,0,49,37,36,5,47,28,47,37,19,5,37,37,37,37,58,37,39,37,46,47,39,39,46,17,15,33,17,37,46,56,37,37,1,37,23,37,19,9,36,37,3,38,37,39,37,37,37,37,37,46,0,39,37,46,37,37,37,46,37,34,34,34,37,34,34,46,38,37,37,34,37,34,37,37,46,34,37,34,34,46,37,37,37,37,37,34,37,34,34,46,34,34,37,38,37,39,34,38,46,37,37,34,34,46,34,37,37,37,34,34,37,37,37,37,37,37,37,46,34,
RegressionTest0::test081 ,82,99,95,99,99,86,87,89,84,89,93,87,89,82,86,85,87,97,97,97,67,82,88,88,74,72,72,85,78,84,78,77,77,77,77,78,78,78,79,62,77,77,77,78,85,77,77,55,77,85,85,70,70,77,77,77,77,77,60,77,62,78,62,77,78,77,77,48,70,78,47,78,85,73,77,50,78,78,46,85,85,77,77,60,42,77,77,77,77,77,48,17,77,55,78,47,77,77,77,77,85,77,73,77,47,77,77,77,77,42,49,0,77,48,47,45,22,45,77,50,47,47,77,77,77,12,77,20,77,85,47,20,78,85,42,53,46,53,77,85,51,77,77,48,77,62,77,50,40,48,77,48,78,77,78,77,77,77,77,77,85,49,78,77,85,77,77,77,85,77,73,73,73,77,73,73,85,78,77,77,73,77,73,77,77,85,73,77,73,73,85,77,77,77,77,77,73,77,73,73,85,73,73,77,78,77,78,73,78,85,77,77,73,73,85,73,77,77,77,73,73,77,77,77,77,77,77,77,85,73,
RegressionTest0::test082 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test083 ,44,58,56,58,58,50,49,48,46,49,52,46,48,44,47,47,49,56,56,56,56,44,47,47,42,57,49,44,42,43,42,36,36,36,36,38,37,38,38,21,36,36,36,38,45,36,36,27,36,45,45,29,29,36,36,36,36,36,23,36,21,37,21,36,38,36,36,0,29,38,39,38,45,32,36,29,38,38,12,45,45,36,36,23,33,36,36,36,36,36,0,39,36,27,38,10,36,36,36,36,45,36,32,36,39,36,36,36,36,33,36,48,36,0,36,37,46,37,36,29,36,30,36,36,36,58,36,35,36,45,39,35,38,45,42,32,12,29,36,45,49,36,36,36,36,21,36,29,33,0,36,34,38,36,38,36,36,36,36,36,45,36,38,36,45,36,36,36,45,36,32,32,32,36,32,32,45,38,36,36,32,36,32,36,36,45,32,36,32,32,45,36,36,36,36,36,32,36,32,32,45,32,32,36,38,36,38,32,38,45,36,36,32,32,45,32,36,36,36,32,32,36,36,36,36,36,36,36,45,32,
RegressionTest0::test084 ,48,61,59,61,61,50,52,52,47,51,55,49,52,47,49,49,50,59,59,59,54,48,52,53,44,56,46,48,44,47,45,39,39,39,39,41,41,41,41,25,39,39,39,41,48,39,39,17,39,48,48,33,33,39,39,39,39,39,23,39,25,41,25,39,41,39,39,36,33,41,47,41,48,36,39,15,41,41,33,48,48,39,39,23,8,39,39,39,39,39,36,36,39,17,40,35,39,39,39,39,48,39,36,39,47,39,39,39,39,8,5,47,39,36,0,49,27,49,39,15,0,37,39,39,39,57,39,37,39,48,47,37,41,48,12,15,33,15,39,48,55,39,39,6,39,25,39,15,7,36,39,7,40,39,41,39,39,39,39,39,48,5,41,39,48,39,39,39,48,39,36,36,36,39,36,36,48,41,39,39,36,39,36,39,39,48,36,39,36,36,48,39,39,39,39,39,36,39,36,36,48,36,36,39,41,39,41,36,41,48,39,39,36,36,48,36,39,39,39,36,36,39,39,39,39,39,39,39,48,36,
RegressionTest0::test085 ,77,93,90,93,93,83,82,83,78,83,86,80,83,77,80,80,82,91,91,91,69,76,82,82,69,68,66,77,71,76,72,71,71,71,71,73,72,73,73,57,71,71,71,73,80,71,71,50,71,80,80,64,64,71,71,71,71,71,57,71,57,72,57,71,73,71,71,37,64,73,2,73,80,67,71,55,73,73,31,80,80,71,71,57,49,71,71,71,71,71,37,42,71,50,73,29,71,71,71,71,80,71,67,71,2,71,71,71,71,49,47,45,71,37,49,0,56,0,71,55,49,32,71,71,71,50,71,38,71,80,2,38,73,80,57,55,31,52,71,80,14,71,71,46,71,57,71,55,49,37,71,44,73,71,73,71,71,71,71,71,80,47,73,71,80,71,71,71,80,71,67,67,67,71,67,67,80,73,71,71,67,71,67,71,71,80,67,71,67,67,80,71,71,71,71,71,67,71,67,67,80,67,67,71,73,71,73,67,73,80,71,71,67,67,80,67,71,71,71,67,67,71,71,71,71,71,71,71,80,67,
RegressionTest0::test086 ,64,79,75,79,79,66,68,69,65,69,72,67,69,63,67,66,68,77,77,77,54,65,69,70,58,59,58,66,59,65,60,57,57,57,57,58,58,58,59,42,57,57,57,58,65,57,57,35,57,65,65,50,50,57,57,57,57,57,40,57,42,58,42,57,58,57,57,46,50,58,58,58,65,53,57,30,58,58,45,65,65,57,57,40,21,57,57,57,57,57,46,34,57,35,58,43,57,57,57,57,65,57,53,57,58,57,57,57,57,21,28,22,57,46,27,56,0,56,57,30,27,42,57,57,57,34,57,33,57,65,58,33,58,65,21,33,45,33,57,65,61,57,57,27,57,42,57,30,20,46,57,27,58,57,58,57,57,57,57,57,65,28,58,57,65,57,57,57,65,57,53,53,53,57,53,53,65,58,57,57,53,57,53,57,57,65,53,57,53,53,65,57,57,57,57,57,53,57,53,53,65,53,53,57,58,57,58,53,58,65,57,57,53,53,65,53,57,57,57,53,53,57,57,57,57,57,57,57,65,53,
RegressionTest0::test087 ,77,93,90,93,93,83,82,83,78,83,86,80,83,77,80,80,82,91,91,91,69,76,82,82,69,68,66,77,71,76,72,71,71,71,71,73,72,73,73,57,71,71,71,73,80,71,71,50,71,80,80,64,64,71,71,71,71,71,57,71,57,72,57,71,73,71,71,37,64,73,2,73,80,67,71,55,73,73,31,80,80,71,71,57,49,71,71,71,71,71,37,42,71,50,73,29,71,71,71,71,80,71,67,71,2,71,71,71,71,49,47,45,71,37,49,0,56,0,71,55,49,32,71,71,71,50,71,38,71,80,2,38,73,80,57,55,31,52,71,80,14,71,71,46,71,57,71,55,49,37,71,44,73,71,73,71,71,71,71,71,80,47,73,71,80,71,71,71,80,71,67,67,67,71,67,67,80,73,71,71,67,71,67,71,71,80,67,71,67,67,80,71,71,71,71,71,67,71,67,67,80,67,67,71,73,71,73,67,73,80,71,71,67,67,80,67,71,71,71,67,67,71,71,71,71,71,71,71,80,67,
RegressionTest0::test088 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test089 ,39,51,48,51,51,40,41,42,38,41,45,39,42,37,40,40,42,49,49,49,54,40,43,43,40,55,47,40,36,39,37,29,29,29,29,31,30,30,31,14,29,29,29,31,37,29,29,5,29,37,37,22,22,29,29,29,29,29,12,29,14,30,14,29,30,29,29,29,22,31,55,31,37,25,29,0,31,31,28,37,37,29,29,12,12,29,29,29,29,29,29,41,29,5,31,26,29,29,29,29,37,29,25,29,55,29,29,29,29,12,19,50,29,29,15,55,30,55,29,0,15,43,29,29,29,60,29,39,29,37,55,39,31,37,25,6,28,3,29,37,62,29,29,18,29,14,29,0,12,29,29,16,31,29,30,29,29,29,29,29,37,19,31,29,37,29,29,29,37,29,25,25,25,29,25,25,37,31,29,29,25,29,25,29,29,37,25,29,25,25,37,29,29,29,29,29,25,29,25,25,37,25,25,29,31,29,31,25,31,37,29,29,25,25,37,25,29,29,29,25,25,29,29,29,29,29,29,29,37,25,
RegressionTest0::test090 ,48,61,59,61,61,50,52,52,47,51,55,49,52,47,49,49,50,59,59,59,54,48,52,53,44,56,46,48,44,47,45,39,39,39,39,41,41,41,41,25,39,39,39,41,48,39,39,17,39,48,48,33,33,39,39,39,39,39,23,39,25,41,25,39,41,39,39,36,33,41,47,41,48,36,39,15,41,41,33,48,48,39,39,23,8,39,39,39,39,39,36,36,39,17,40,35,39,39,39,39,48,39,36,39,47,39,39,39,39,8,5,47,39,36,0,49,27,49,39,15,0,37,39,39,39,57,39,37,39,48,47,37,41,48,12,15,33,15,39,48,55,39,39,6,39,25,39,15,7,36,39,7,40,39,41,39,39,39,39,39,48,5,41,39,48,39,39,39,48,39,36,36,36,39,36,36,48,41,39,39,36,39,36,39,39,48,36,39,36,36,48,39,39,39,39,39,36,39,36,36,48,36,36,39,41,39,41,36,41,48,39,39,36,36,48,36,39,39,39,36,36,39,39,39,39,39,39,39,48,36,
RegressionTest0::test091 ,70,86,83,86,86,75,75,76,71,75,79,73,76,71,73,74,75,84,84,84,65,71,75,75,63,63,59,72,65,71,66,64,64,64,64,66,65,66,66,51,64,64,64,66,73,64,64,43,64,73,73,57,57,64,64,64,64,64,49,64,51,65,51,64,66,64,64,30,57,66,30,66,73,60,64,43,66,66,20,73,73,64,64,49,36,64,64,64,64,64,30,38,64,43,66,22,64,64,64,64,73,64,60,64,30,64,64,64,64,36,37,47,64,30,37,32,42,32,64,43,37,0,64,64,64,50,64,33,64,73,30,33,66,73,27,43,20,42,64,73,23,64,64,36,64,51,64,43,38,30,64,35,66,64,66,64,64,64,64,64,73,37,66,64,73,64,64,64,73,64,60,60,60,64,60,60,73,66,64,64,60,64,60,64,64,73,60,64,60,60,73,64,64,64,64,64,60,64,60,60,73,60,60,64,66,64,66,60,66,73,64,64,60,60,73,60,64,64,64,60,60,64,64,64,64,64,64,64,73,60,
RegressionTest0::test092 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test093 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test094 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
